SCENARIO_CODE,FEATURE_URL,FEATURE FILE,SCENARIO_TITLE,SCENARIO,POINTS,Capitalize Gherkin keywords,Limit the number of steps per scenario to a maximum of ten,Line length: Limit the number of characters in each step,Number of syllables per word,Use proper spelling,Use proper grammar,Capitalize the first letter of the first word in a scenario title,Do not use punctuation at the end of step phrases,Use single spaces between words,Indent the content beneath every section header,Do not separate steps within a scenario by blank lines,Use of non-technical language,Do not capitalize words in the step phrases unless they are proper nouns,Follow steps order (Given-When-Then),Separate one scenario from another scenario by one blank line,Space table delimiter pipes (“|”) evenly,"Write all tag names in lowercase, and use hyphens to separate words",Limit the length of tag names to one-third of a scenario title,Use tabular presentation for complex information,Do not use legal jargon,Avoid repetition of steps,Provide a title for each scenario
P10_F10_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,rspec,"  Scenario: rspec
    Given a working directory
    And I have configured git sanely
    When I generate a rspec project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'spec/the-perfect-gem_spec.rb' should describe 'ThePerfectGem'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F10_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shoulda,"  Scenario: shoulda
    Given a working directory
    And I have configured git sanely
    And I intend to test with shoulda
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/test_the-perfect-gem.rb' should define 'TestThePerfectGem' as a subclass of 'Test::Unit::TestCase'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F10_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,testunit,"  Scenario: testunit
    Given a working directory
    And I have configured git sanely
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/test_the-perfect-gem.rb' should define 'TestThePerfectGem' as a subclass of 'Test::Unit::TestCase'",4.45,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F10_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,micronaut,"  Scenario: micronaut
    Given a working directory
    And I have configured git sanely
    When I generate a micronaut project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'examples/the-perfect-gem_example.rb' should describe 'ThePerfectGem'",4.41,5,5,1,1,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F10_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,riot,"  Scenario: riot
    Given a working directory
      And I have configured git sanely
    When I generate a riot project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/the-perfect-gem_test.rb' should contextualize 'the-perfect-gem'
      And 'test/the-perfect-gem_test.rb' requires 'teststrap'",4.36,5,5,1,1,5,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
P10_F10_SC_08,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shindo,"  Scenario: shindo
    Given a working directory
    And I have configured git sanely
    When I generate a shindo project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'tests/the-perfect-gem_tests.rb' should have tests for 'ThePerfectGem'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,bacon w/ bundler,"  Scenario: bacon w/ bundler
    Given a working directory
    And I have configured git sanely
    And I want bundler
    When I generate a bacon project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'spec/spec_helper.rb' requires 'bundler'
    And 'spec/spec_helper.rb' sets up bundler using the default and development groups
    And 'spec/spec_helper.rb' requires 'bacon'
    And 'spec/spec_helper.rb' requires 'the-perfect-gem'",4.45,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,bacon w/o bundler,"  Scenario: bacon w/o bundler
    Given a working directory
    And I have configured git sanely
    And I do not want bundler
    When I generate a bacon project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'spec/spec_helper.rb' does not require 'bundler'
    And 'spec/spec_helper.rb' does not setup bundler",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,minitest w/ bundler,"  Scenario: minitest w/ bundler
    Given a working directory
    And I have configured git sanely
    And I want bundler
    When I generate a minitest project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/helper.rb' requires 'bundler'
    And 'test/helper.rb' sets up bundler using the default and development groups
    And 'test/helper.rb' requires 'minitest/unit'
    And 'test/helper.rb' requires 'the-perfect-gem'
    And 'test/helper.rb' should autorun tests",4.36,5,5,1,1,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,minitest w/o bundler,"  Scenario: minitest w/o bundler
    Given a working directory
    And I have configured git sanely
    And I do not want bundler
    When I generate a minitest project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/helper.rb' does not require 'bundler'
    And 'test/helper.rb' does not setup bundler",4.45,5,5,2,2,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,rspec w/ bundler,"  Scenario: rspec w/ bundler
    Given a working directory
    And I have configured git sanely
    And I want bundler
    When I generate a rspec project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'spec/spec_helper.rb' requires 'rspec'
    And 'spec/spec_helper.rb' requires 'the-perfect-gem'",4.45,5,5,2,2,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,rspec w/o bundler,"  Scenario: rspec w/o bundler
    Given a working directory
    And I have configured git sanely
    And I do not want bundler
    When I generate a rspec project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'spec/spec_helper.rb' does not require 'bundler'
    And 'spec/spec_helper.rb' does not setup bundler",4.55,5,5,3,3,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature, shoulda w/ bundler,"  Scenario: shoulda w/ bundler
    Given a working directory
    And I have configured git sanely
    And I want bundler
    When I generate a shoulda project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/helper.rb' requires 'bundler'
    And 'test/helper.rb' sets up bundler using the default and development groups
    And 'test/helper.rb' requires 'test/unit'
    And 'test/helper.rb' requires 'shoulda'
    And 'test/helper.rb' requires 'the-perfect-gem'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_08,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shoulda w/o bundler,"  Scenario: shoulda w/o bundler
    Given a working directory
    And I have configured git sanely
    And I do not want bundler
    When I generate a shoulda project named 'the-perfect-gem' that is 'zomg, so good'
    And 'test/helper.rb' does not require 'bundler'
    And 'test/helper.rb' does not setup bundler",4.64,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_09,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,testunit w/ bundler,"  Scenario: testunit w/ bundler
    Given a working directory
    And I have configured git sanely
    And I want bundler
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/helper.rb' requires 'test/unit'
    And 'test/helper.rb' requires 'the-perfect-gem'
    And 'test/helper.rb' requires 'bundler'
    And 'test/helper.rb' sets up bundler using the default and development groups",4.45,5,5,2,2,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_10,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,testunit w/o bundler,"  Scenario: testunit w/o bundler
    Given a working directory
    And I have configured git sanely
    And I do not want bundler
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    And 'test/helper.rb' does not require 'bundler'
    And 'test/helper.rb' does not setup bundler",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_11,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,micronaut w/ bundler,"  Scenario: micronaut w/ bundler
    Given a working directory
    And I have configured git sanely
    And I want bundler
    When I generate a micronaut project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'examples/example_helper.rb' requires 'rubygems'
    Then 'examples/example_helper.rb' requires 'micronaut'
    Then 'examples/example_helper.rb' requires 'the-perfect-gem'
    And 'examples/example_helper.rb' requires 'bundler'
    And 'examples/example_helper.rb' sets up bundler using the default and development groups",4.36,5,5,1,1,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_12,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,micronaut w/o bundler,"  Scenario: micronaut w/o bundler
    Given a working directory
    And I have configured git sanely
    And I do not want bundler
    When I generate a micronaut project named 'the-perfect-gem' that is 'zomg, so good'
    And 'examples/example_helper.rb' does not require 'bundler'
    And 'examples/example_helper.rb' does not setup bundler",4.36,5,5,1,1,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_13,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,riot w/ bundler,"  Scenario: riot w/ bundler
    Given a working directory
      And I have configured git sanely
      And I want bundler
    When I generate a riot project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/teststrap.rb' requires 'riot'
      And 'test/teststrap.rb' requires 'the-perfect-gem'
      And 'test/teststrap.rb' requires 'bundler'
      And 'test/teststrap.rb' sets up bundler using the default and development groups",4.36,5,5,2,2,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_14,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,riot w/o bundler,"  Scenario: riot w/o bundler
    Given a working directory
      And I have configured git sanely
      And I do not want bundler
    When I generate a riot project named 'the-perfect-gem' that is 'zomg, so good'
      And 'test/teststrap.rb' does not require 'bundler'
      And 'test/teststrap.rb' does not setup bundler",4.45,5,5,3,3,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_15,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature, shindo w/ bundler,"  Scenario: shindo w/ bundler
    Given a working directory
    And I have configured git sanely
    And I want bundler
    When I generate a shindo project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'tests/tests_helper.rb' requires 'the-perfect-gem'
    Then 'tests/tests_helper.rb' requires 'shindo'
    Then 'tests/tests_helper.rb' requires 'bundler'
    And 'tests/tests_helper.rb' sets up bundler using the default and development groups",4.45,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F11_SC_16,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature, shindo w/o bundler,"  Scenario: shindo w/o bundler
    Given a working directory
    And I have configured git sanely
    And I do not want bundler
    When I generate a shindo project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'tests/tests_helper.rb' does not require 'bundler'
    And 'tests/tests_helper.rb' does not setup bundler",4.45,5,5,2,2,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F12_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/tasks,cucumber.feature,default,"  Scenario: default
    Given a working directory
    And I use the existing project ""existing-project-with-version-yaml"" as a template
    And ""VERSION.yml"" contains hash ""{ :major => 1, :minor => 5, :patch => 3}""
    And ""existing-project-with-version/pkg/existing-project-with-version-1.5.3.gem"" does not exist
    When I run ""rake build"" in ""existing-project-with-version-yaml""
    Then I can gem install ""existing-project-with-version-yaml/pkg/existing-project-with-version-1.5.3.gem""",4.45,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F13_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/tasks,cucumber.feature,an existing project with version yaml,"  Scenario: an existing project with version yaml
    Given a working directory
    And I use the existing project ""existing-project-with-version-yaml"" as a template
    And ""VERSION.yml"" contains hash ""{ :major => 1, :minor => 5, :patch => 3}""
    When I run ""rake version"" in ""existing-project-with-version-yaml""
    Then the process should exit cleanly
    And the current version, 1.5.3, is displayed",4.64,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F13_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/tasks,cucumber.feature,an existing project with version plaintext,"  Scenario: an existing project with version plaintext
    Given a working directory
    And I use the existing project ""existing-project-with-version-plaintext"" as a template
    And ""VERSION"" contains ""1.5.3""
    When I run ""rake version"" in ""existing-project-with-version-plaintext""
    Then the process should exit cleanly
    And the current version, 1.5.3, is displayed",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F13_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/tasks,cucumber.feature,an existing project with version constant,"  Scenario: an existing project with version constant
    Given a working directory
    And I use the existing project ""existing-project-with-version-constant"" as a template
    When I run ""rake version"" in ""existing-project-with-version-constant""
    Then the process should exit cleanly
    And the current version, 1.0.0, is displayed",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F14_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/tasks,cucumber.feature,major version,"  Scenario: major version
    Given a working directory
    And I use the existing project ""existing-project-with-version-yaml"" as a template
    And ""VERSION.yml"" contains hash ""{ :major => 1, :minor => 5, :patch => 3}""
    When I run ""rake version:bump:major"" in ""existing-project-with-version-yaml""
    Then the process should exit cleanly
    And the updated version, 2.0.0, is displayed",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F14_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/tasks,cucumber.feature,minor version,"  Scenario: minor version
    Given a working directory
    And I use the existing project ""existing-project-with-version-yaml"" as a template
    And ""VERSION.yml"" contains hash ""{ :major => 1, :minor => 5, :patch => 3}""
    When I run ""rake version:bump:minor"" in ""existing-project-with-version-yaml""
    Then the process should exit cleanly
    And the updated version, 1.6.0, is displayed",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F14_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/tasks,cucumber.feature,patch version,"  Scenario: patch version
    Given a working directory
    And I use the existing project ""existing-project-with-version-yaml"" as a template
    And ""VERSION.yml"" contains hash ""{ :major => 1, :minor => 5, :patch => 3}""
    When I run ""rake version:bump:patch"" in ""existing-project-with-version-yaml""
    Then the process should exit cleanly
    And the updated version, 1.5.4, is displayed",4.64,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F14_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/tasks,cucumber.feature,arbitrary version,"  Scenario: arbitrary version
    Given a working directory
    And I use the existing project ""existing-project-with-version-yaml"" as a template
    And ""VERSION.yml"" contains hash ""{ :major => 1, :minor => 5, :patch => 3}""
    When I run ""rake version:write MAJOR=3 MINOR=7 PATCH=1"" in ""existing-project-with-version-yaml""
    Then the process should exit cleanly
    And the updated version, 3.7.1, is displayed",4.64,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
